Songnum	Nation	Songtype	Language	Title	Singer		
#16021	#2	#8	#2	#Hell No	#Michaelson, Ingrid	#N:\Custom HD787\Hell No - Michaelson, Ingrid.mp3	#N:\Custom HD787\Hell No - Michaelson, Ingrid.cdg
#16022	#2	#8	#2	#He'll Shine His Light On You	#(Spiritual) Pillar	#N:\Custom HD787\He'll Shine His Light On You - (Spiritual) Pillar.mp3	#N:\Custom HD787\He'll Shine His Light On You - (Spiritual) Pillar.cdg
#16023	#2	#8	#2	#Hell Song, The	#Sum 41	#N:\Custom HD787\Hell Song, The - Sum 41.mp3	#N:\Custom HD787\Hell Song, The - Sum 41.cdg
#16024	#2	#8	#2	#Hell Yeah	#Ginuwine & Baby	#N:\Custom HD787\Hell Yeah - Ginuwine & Baby.mp3	#N:\Custom HD787\Hell Yeah - Ginuwine & Baby.cdg
#16025	#2	#8	#2	#Hell Yeah	#Montgomery Gentry	#N:\Custom HD787\Hell Yeah - Montgomery Gentry.mp3	#N:\Custom HD787\Hell Yeah - Montgomery Gentry.cdg
#16026	#2	#8	#2	#Hella Good	#No Doubt	#N:\Custom HD787\Hella Good - No Doubt.mp3	#N:\Custom HD787\Hella Good - No Doubt.cdg
#16027	#2	#8	#2	#Hello	#Adele	#N:\Custom HD787\Hello - Adele.mp3	#N:\Custom HD787\Hello - Adele.cdg
#16028	#2	#8	#2	#Hello	#Evanescence	#N:\Custom HD787\Hello - Evanescence.mp3	#N:\Custom HD787\Hello - Evanescence.cdg
#16029	#2	#8	#2	#Hello	#Poe	#N:\Custom HD787\Hello - Poe.mp3	#N:\Custom HD787\Hello - Poe.cdg
#16030	#2	#8	#2	#Hello	#Solveig, Martin & Dragonette	#N:\Custom HD787\Hello - Solveig, Martin & Dragonette.mp3	#N:\Custom HD787\Hello - Solveig, Martin & Dragonette.cdg
#16031	#2	#8	#2	#Hello Again	#Diamond, Neil	#N:\Custom HD787\Hello Again - Diamond, Neil.mp3	#N:\Custom HD787\Hello Again - Diamond, Neil.cdg
#16032	#2	#8	#2	#Hello Darlin'	#Twitty, Conway	#N:\Custom HD787\Hello Darlin' - Twitty, Conway.mp3	#N:\Custom HD787\Hello Darlin' - Twitty, Conway.cdg
#16033	#2	#8	#2	#Hello Dolly	#(Musical) Hello Dolly	#N:\Custom HD787\Hello Dolly - (Musical) Hello Dolly.mp3	#N:\Custom HD787\Hello Dolly - (Musical) Hello Dolly.cdg
#16034	#2	#8	#2	#Hello Friday	#Flo Rida & Jason Derulo	#N:\Custom HD787\Hello Friday - Flo Rida & Jason Derulo.mp3	#N:\Custom HD787\Hello Friday - Flo Rida & Jason Derulo.cdg
#16035	#2	#8	#2	#Hello God	#Parton, Dolly	#N:\Custom HD787\Hello God - Parton, Dolly.mp3	#N:\Custom HD787\Hello God - Parton, Dolly.cdg
#16036	#2	#8	#2	#Hello Goodbye	#Beatles, The	#N:\Custom HD787\Hello Goodbye - Beatles, The.mp3	#N:\Custom HD787\Hello Goodbye - Beatles, The.cdg
#16037	#2	#8	#2	#Hello Hello I'm Back Again	#Glitter, Gary	#N:\Custom HD787\Hello Hello I'm Back Again - Glitter, Gary.mp3	#N:\Custom HD787\Hello Hello I'm Back Again - Glitter, Gary.cdg
#16038	#2	#8	#2	#Hello Hooray	#Cooper, Alice	#N:\Custom HD787\Hello Hooray - Cooper, Alice.mp3	#N:\Custom HD787\Hello Hooray - Cooper, Alice.cdg
#16039	#2	#8	#2	#Hello I Love You	#Doors, The	#N:\Custom HD787\Hello I Love You - Doors, The.mp3	#N:\Custom HD787\Hello I Love You - Doors, The.cdg
#16040	#2	#8	#2	#Hello In Heaven	#(Spiritual) Freemans, The	#N:\Custom HD787\Hello In Heaven - (Spiritual) Freemans, The.mp3	#N:\Custom HD787\Hello In Heaven - (Spiritual) Freemans, The.cdg
#16041	#2	#8	#2	#Hello It's Me	#Rundgren, Todd	#N:\Custom HD787\Hello It's Me - Rundgren, Todd.mp3	#N:\Custom HD787\Hello It's Me - Rundgren, Todd.cdg
#16042	#2	#8	#2	#Hello L.O.V.E.	#Montgomery, John Michael	#N:\Custom HD787\Hello L.O.V.E. - Montgomery, John Michael.mp3	#N:\Custom HD787\Hello L.O.V.E. - Montgomery, John Michael.cdg
#16043	#2	#8	#2	#Hello Little Girl	#Fourmost	#N:\Custom HD787\Hello Little Girl - Fourmost.mp3	#N:\Custom HD787\Hello Little Girl - Fourmost.cdg
#16044	#2	#8	#2	#Hello Mama	#(Spiritual) Jackson, Vern	#N:\Custom HD787\Hello Mama - (Spiritual) Jackson, Vern.mp3	#N:\Custom HD787\Hello Mama - (Spiritual) Jackson, Vern.cdg
#16045	#2	#8	#2	#Hello Mary Lou	#Nelson, Ricky	#N:\Custom HD787\Hello Mary Lou - Nelson, Ricky.mp3	#N:\Custom HD787\Hello Mary Lou - Nelson, Ricky.cdg
#16046	#2	#8	#2	#Hello Mr. Heartache	#Dixie Chicks, The	#N:\Custom HD787\Hello Mr. Heartache - Dixie Chicks, The.mp3	#N:\Custom HD787\Hello Mr. Heartache - Dixie Chicks, The.cdg
#16047	#2	#8	#2	#Hello Muddah, Hello Faddah!	#Sherman, Allan	#N:\Custom HD787\Hello Muddah, Hello Faddah! - Sherman, Allan.mp3	#N:\Custom HD787\Hello Muddah, Hello Faddah! - Sherman, Allan.cdg
#16048	#2	#8	#2	#Hello Seattle	#Owl City	#N:\Custom HD787\Hello Seattle - Owl City.mp3	#N:\Custom HD787\Hello Seattle - Owl City.cdg
#16049	#2	#8	#2	#Hello Stranger	#Lewis, Barbara	#N:\Custom HD787\Hello Stranger - Lewis, Barbara.mp3	#N:\Custom HD787\Hello Stranger - Lewis, Barbara.cdg
#16050	#2	#8	#2	#Hello Walls	#Young, Faron	#N:\Custom HD787\Hello Walls - Young, Faron.mp3	#N:\Custom HD787\Hello Walls - Young, Faron.cdg
#16051	#2	#8	#2	#Hello Young Lovers	#Darin, Bobby	#N:\Custom HD787\Hello Young Lovers - Darin, Bobby.mp3	#N:\Custom HD787\Hello Young Lovers - Darin, Bobby.cdg
#16052	#2	#8	#2	#Hells Bells	#AC-DC	#N:\Custom HD787\Hells Bells - AC-DC.mp3	#N:\Custom HD787\Hells Bells - AC-DC.cdg
#16053	#2	#8	#2	#Help Is On The Way	#(Spiritual) Bluegrass Gospel	#N:\Custom HD787\Help Is On The Way - (Spiritual) Bluegrass Gospel.mp3	#N:\Custom HD787\Help Is On The Way - (Spiritual) Bluegrass Gospel.cdg
#16054	#2	#8	#2	#Help Is On The Way	#(Spiritual) Lawson, Doyle & Quicksilver	#N:\Custom HD787\Help Is On The Way - (Spiritual) Lawson, Doyle & Quicksilver.mp3	#N:\Custom HD787\Help Is On The Way - (Spiritual) Lawson, Doyle & Quicksilver.cdg
#16055	#2	#8	#2	#Help Me	#Carter, Nick	#N:\Custom HD787\Help Me - Carter, Nick.mp3	#N:\Custom HD787\Help Me - Carter, Nick.cdg
#16056	#2	#8	#2	#Help Me	#Presley, Elvis	#N:\Custom HD787\Help Me - Presley, Elvis.mp3	#N:\Custom HD787\Help Me - Presley, Elvis.cdg
#16057	#2	#8	#2	#Help Me Hold On	#Tritt, Travis	#N:\Custom HD787\Help Me Hold On - Tritt, Travis.mp3	#N:\Custom HD787\Help Me Hold On - Tritt, Travis.cdg
#16058	#2	#8	#2	#Help Me Make It Through The Night	#Presley, Elvis	#N:\Custom HD787\Help Me Make It Through The Night - Presley, Elvis.mp3	#N:\Custom HD787\Help Me Make It Through The Night - Presley, Elvis.cdg
#16059	#2	#8	#2	#Help Me Make It Through The Night	#Smith, Sammi	#N:\Custom HD787\Help Me Make It Through The Night - Smith, Sammi.mp3	#N:\Custom HD787\Help Me Make It Through The Night - Smith, Sammi.cdg
#16060	#2	#8	#2	#Help Me Out	#Maroon 5	#N:\Custom HD787\Help Me Out - Maroon 5.mp3	#N:\Custom HD787\Help Me Out - Maroon 5.cdg
#16061	#2	#8	#2	#Help Me Rhonda	#Beach Boys, The	#N:\Custom HD787\Help Me Rhonda - Beach Boys, The.mp3	#N:\Custom HD787\Help Me Rhonda - Beach Boys, The.cdg
#16062	#2	#8	#2	#Help Me Understand	#Adkins, Trace	#N:\Custom HD787\Help Me Understand - Adkins, Trace.mp3	#N:\Custom HD787\Help Me Understand - Adkins, Trace.cdg
#16063	#2	#8	#2	#Help Pour Out The Rain	#Jewell, Buddy	#N:\Custom HD787\Help Pour Out The Rain - Jewell, Buddy.mp3	#N:\Custom HD787\Help Pour Out The Rain - Jewell, Buddy.cdg
#16064	#2	#8	#2	#Help Yourself	#Jones, Tom	#N:\Custom HD787\Help Yourself - Jones, Tom.mp3	#N:\Custom HD787\Help Yourself - Jones, Tom.cdg
#16065	#2	#8	#2	#Help!	#Beatles, The	#N:\Custom HD787\Help! - Beatles, The.mp3	#N:\Custom HD787\Help! - Beatles, The.cdg
#16066	#2	#8	#2	#Helping Me Get Over You	#(Duet) Tritt, Travis & Lari White	#N:\Custom HD787\Helping Me Get Over You - (Duet) Tritt, Travis & Lari White.mp3	#N:\Custom HD787\Helping Me Get Over You - (Duet) Tritt, Travis & Lari White.cdg
#16067	#2	#8	#2	#Helpless	#Ashanti & Ja Rule	#N:\Custom HD787\Helpless - Ashanti & Ja Rule.mp3	#N:\Custom HD787\Helpless - Ashanti & Ja Rule.cdg
#16068	#2	#8	#2	#Helpless	#Lang, K.D.	#N:\Custom HD787\Helpless - Lang, K.D..mp3	#N:\Custom HD787\Helpless - Lang, K.D..cdg
#16069	#2	#8	#2	#Helplessly Hopelessly	#Andrews, Jessica	#N:\Custom HD787\Helplessly Hopelessly - Andrews, Jessica.mp3	#N:\Custom HD787\Helplessly Hopelessly - Andrews, Jessica.cdg
#16070	#2	#8	#2	#Helter Skelter	#Beatles, The	#N:\Custom HD787\Helter Skelter - Beatles, The.mp3	#N:\Custom HD787\Helter Skelter - Beatles, The.cdg
#16071	#2	#8	#2	#Helter Skelter	#Benatar, Pat	#N:\Custom HD787\Helter Skelter - Benatar, Pat.mp3	#N:\Custom HD787\Helter Skelter - Benatar, Pat.cdg
#16072	#2	#8	#2	#Hem Of His Garment	#(Spiritual) Perrys, The	#N:\Custom HD787\Hem Of His Garment - (Spiritual) Perrys, The.mp3	#N:\Custom HD787\Hem Of His Garment - (Spiritual) Perrys, The.cdg
#16073	#2	#8	#2	#Hemorrhage (In My Hands)	#Fuel	#N:\Custom HD787\Hemorrhage (In My Hands) - Fuel.mp3	#N:\Custom HD787\Hemorrhage (In My Hands) - Fuel.cdg
#16074	#2	#8	#2	#Her	#Tippin, Aaron	#N:\Custom HD787\Her - Tippin, Aaron.mp3	#N:\Custom HD787\Her - Tippin, Aaron.cdg
#16075	#2	#8	#2	#Her Diamonds	#Thomas, Rob	#N:\Custom HD787\Her Diamonds - Thomas, Rob.mp3	#N:\Custom HD787\Her Diamonds - Thomas, Rob.cdg
#16076	#2	#8	#2	#Her Man	#Allan, Gary	#N:\Custom HD787\Her Man - Allan, Gary.mp3	#N:\Custom HD787\Her Man - Allan, Gary.cdg
#16077	#2	#8	#2	#Her Stone	#Skinner, Kevin	#N:\Custom HD787\Her Stone - Skinner, Kevin.mp3	#N:\Custom HD787\Her Stone - Skinner, Kevin.cdg
#16078	#2	#8	#2	#Here	#Cara, Alessia	#N:\Custom HD787\Here - Cara, Alessia.mp3	#N:\Custom HD787\Here - Cara, Alessia.cdg
#16079	#2	#8	#2	#Here	#Rascal Flatts	#N:\Custom HD787\Here - Rascal Flatts.mp3	#N:\Custom HD787\Here - Rascal Flatts.cdg
#16080	#2	#8	#2	#Here & Now	#Vandross, Luther	#N:\Custom HD787\Here & Now - Vandross, Luther.mp3	#N:\Custom HD787\Here & Now - Vandross, Luther.cdg
#16081	#2	#8	#2	#Here (In Your Arms)	#Hellogoodbye	#N:\Custom HD787\Here (In Your Arms) - Hellogoodbye.mp3	#N:\Custom HD787\Here (In Your Arms) - Hellogoodbye.cdg
#16082	#2	#8	#2	#Here Am I	#(Spiritual) MercyMe	#N:\Custom HD787\Here Am I - (Spiritual) MercyMe.mp3	#N:\Custom HD787\Here Am I - (Spiritual) MercyMe.cdg
#16083	#2	#8	#2	#Here Come Those Tears Again	#Browne, Jackson	#N:\Custom HD787\Here Come Those Tears Again - Browne, Jackson.mp3	#N:\Custom HD787\Here Come Those Tears Again - Browne, Jackson.cdg
#16084	#2	#8	#2	#Here Comes A Man	#Traffic	#N:\Custom HD787\Here Comes A Man - Traffic.mp3	#N:\Custom HD787\Here Comes A Man - Traffic.cdg
#16085	#2	#8	#2	#Here Comes My Baby	#Tremeloes, The	#N:\Custom HD787\Here Comes My Baby - Tremeloes, The.mp3	#N:\Custom HD787\Here Comes My Baby - Tremeloes, The.cdg
#16086	#2	#8	#2	#Here Comes Santa Claus	#(Christmas) Presley, Elvis	#N:\Custom HD787\Here Comes Santa Claus - (Christmas) Presley, Elvis.mp3	#N:\Custom HD787\Here Comes Santa Claus - (Christmas) Presley, Elvis.cdg
#16087	#2	#8	#2	#Here Comes Summer	#Keller, Jerry	#N:\Custom HD787\Here Comes Summer - Keller, Jerry.mp3	#N:\Custom HD787\Here Comes Summer - Keller, Jerry.cdg
#16088	#2	#8	#2	#Here Comes Summer	#Keller, Terry	#N:\Custom HD787\Here Comes Summer - Keller, Terry.mp3	#N:\Custom HD787\Here Comes Summer - Keller, Terry.cdg
#16089	#2	#8	#2	#Here Comes That Rainy Day Feeling	#Fortunes, The	#N:\Custom HD787\Here Comes That Rainy Day Feeling - Fortunes, The.mp3	#N:\Custom HD787\Here Comes That Rainy Day Feeling - Fortunes, The.cdg
#16090	#2	#8	#2	#Here Comes The Hotstepper	#Ini Kamoze	#N:\Custom HD787\Here Comes The Hotstepper - Ini Kamoze.mp3	#N:\Custom HD787\Here Comes The Hotstepper - Ini Kamoze.cdg
#16091	#2	#8	#2	#Here Comes The Night	#Them	#N:\Custom HD787\Here Comes The Night - Them.mp3	#N:\Custom HD787\Here Comes The Night - Them.cdg
#16092	#2	#8	#2	#Here Comes The Rain	#Mavericks, The	#N:\Custom HD787\Here Comes The Rain - Mavericks, The.mp3	#N:\Custom HD787\Here Comes The Rain - Mavericks, The.cdg
#16093	#2	#8	#2	#Here Comes The Rain Again	#Eurythmics, The	#N:\Custom HD787\Here Comes The Rain Again - Eurythmics, The.mp3	#N:\Custom HD787\Here Comes The Rain Again - Eurythmics, The.cdg
#16094	#2	#8	#2	#Here Comes The Sun	#Beatles, The	#N:\Custom HD787\Here Comes The Sun - Beatles, The.mp3	#N:\Custom HD787\Here Comes The Sun - Beatles, The.cdg
#16095	#2	#8	#2	#Here For The Party	#Wilson, Gretchen	#N:\Custom HD787\Here For The Party - Wilson, Gretchen.mp3	#N:\Custom HD787\Here For The Party - Wilson, Gretchen.cdg
#16096	#2	#8	#2	#Here For You	#(Spiritual) Tomlin, Chris	#N:\Custom HD787\Here For You - (Spiritual) Tomlin, Chris.mp3	#N:\Custom HD787\Here For You - (Spiritual) Tomlin, Chris.cdg
#16097	#2	#8	#2	#Here For You	#Gorgon City & Laura Welsh	#N:\Custom HD787\Here For You - Gorgon City & Laura Welsh.mp3	#N:\Custom HD787\Here For You - Gorgon City & Laura Welsh.cdg
#16098	#2	#8	#2	#Here For You	#Kygo & Ella Henderson	#N:\Custom HD787\Here For You - Kygo & Ella Henderson.mp3	#N:\Custom HD787\Here For You - Kygo & Ella Henderson.cdg
#16099	#2	#8	#2	#Here I Am	#Adams, Bryan	#N:\Custom HD787\Here I Am - Adams, Bryan.mp3	#N:\Custom HD787\Here I Am - Adams, Bryan.cdg
#16100	#2	#8	#2	#Here I Am	#Lewis, Leona	#N:\Custom HD787\Here I Am - Lewis, Leona.mp3	#N:\Custom HD787\Here I Am - Lewis, Leona.cdg
#16101	#2	#8	#2	#Here I Am	#Loveless, Patty	#N:\Custom HD787\Here I Am - Loveless, Patty.mp3	#N:\Custom HD787\Here I Am - Loveless, Patty.cdg
#16102	#2	#8	#2	#Here I Am	#Odell, Tom	#N:\Custom HD787\Here I Am - Odell, Tom.mp3	#N:\Custom HD787\Here I Am - Odell, Tom.cdg
#16103	#2	#8	#2	#Here I Am	#Ross, Rick & Nelly & Avery Storm	#N:\Custom HD787\Here I Am - Ross, Rick & Nelly & Avery Storm.mp3	#N:\Custom HD787\Here I Am - Ross, Rick & Nelly & Avery Storm.cdg
#16104	#2	#8	#2	#Here I Am	#UB40	#N:\Custom HD787\Here I Am - UB40.mp3	#N:\Custom HD787\Here I Am - UB40.cdg
#16105	#2	#8	#2	#Here I Am (Come & Take Me)	#Green, Al	#N:\Custom HD787\Here I Am (Come & Take Me) - Green, Al.mp3	#N:\Custom HD787\Here I Am (Come & Take Me) - Green, Al.cdg
#16106	#2	#8	#2	#Here I Come	#(Duets) Fergie And Will.I.Am	#N:\Custom HD787\Here I Come - (Duets) Fergie And Will.I.Am.mp3	#N:\Custom HD787\Here I Come - (Duets) Fergie And Will.I.Am.cdg
#16107	#2	#8	#2	#Here I Go Again	#(Spiritual) Casting Crowns	#N:\Custom HD787\Here I Go Again - (Spiritual) Casting Crowns.mp3	#N:\Custom HD787\Here I Go Again - (Spiritual) Casting Crowns.cdg
#16108	#2	#8	#2	#Here I Go Again	#Hollies, The	#N:\Custom HD787\Here I Go Again - Hollies, The.mp3	#N:\Custom HD787\Here I Go Again - Hollies, The.cdg
#16109	#2	#8	#2	#Here I Go Again	#Mario	#N:\Custom HD787\Here I Go Again - Mario.mp3	#N:\Custom HD787\Here I Go Again - Mario.cdg
#16110	#2	#8	#2	#Here In Frisco	#Haggard, Merle	#N:\Custom HD787\Here In Frisco - Haggard, Merle.mp3	#N:\Custom HD787\Here In Frisco - Haggard, Merle.cdg
#16111	#2	#8	#2	#Here In My Heart	#Chicago	#N:\Custom HD787\Here In My Heart - Chicago.mp3	#N:\Custom HD787\Here In My Heart - Chicago.cdg
#16112	#2	#8	#2	#Here In The Real World	#Jackson, Alan	#N:\Custom HD787\Here In The Real World - Jackson, Alan.mp3	#N:\Custom HD787\Here In The Real World - Jackson, Alan.cdg
#16113	#2	#8	#2	#Here Is Gone	#Goo Goo Dolls	#N:\Custom HD787\Here Is Gone - Goo Goo Dolls.mp3	#N:\Custom HD787\Here Is Gone - Goo Goo Dolls.cdg
#16114	#2	#8	#2	#Here Is My Heart	#(Spiritual) Ashton, Susan	#N:\Custom HD787\Here Is My Heart - (Spiritual) Ashton, Susan.mp3	#N:\Custom HD787\Here Is My Heart - (Spiritual) Ashton, Susan.cdg
#16115	#2	#8	#2	#Here It Goes Again	#OK Go	#N:\Custom HD787\Here It Goes Again - OK Go.mp3	#N:\Custom HD787\Here It Goes Again - OK Go.cdg
#16116	#2	#8	#2	#Here There & Everywhere	#Beatles, The	#N:\Custom HD787\Here There & Everywhere - Beatles, The.mp3	#N:\Custom HD787\Here There & Everywhere - Beatles, The.cdg
#16117	#2	#8	#2	#Here There & Everywhere	#Dion, Celine	#N:\Custom HD787\Here There & Everywhere - Dion, Celine.mp3	#N:\Custom HD787\Here There & Everywhere - Dion, Celine.cdg
#16118	#2	#8	#2	#Here They Come	#(Spiritual)	#N:\Custom HD787\Here They Come - (Spiritual).mp3	#N:\Custom HD787\Here They Come - (Spiritual).cdg
#16119	#2	#8	#2	#Here To Stay	#Korn	#N:\Custom HD787\Here To Stay - Korn.mp3	#N:\Custom HD787\Here To Stay - Korn.cdg
#16120	#2	#8	#2	#Here We Are	#Alabama	#N:\Custom HD787\Here We Are - Alabama.mp3	#N:\Custom HD787\Here We Are - Alabama.cdg
#16121	#2	#8	#2	#Here We Go	#Trina & Kelly Rowland	#N:\Custom HD787\Here We Go - Trina & Kelly Rowland.mp3	#N:\Custom HD787\Here We Go - Trina & Kelly Rowland.cdg
#16122	#2	#8	#2	#Here We Go Again	#Charles, Ray & Norah Jones	#N:\Custom HD787\Here We Go Again - Charles, Ray & Norah Jones.mp3	#N:\Custom HD787\Here We Go Again - Charles, Ray & Norah Jones.cdg
#16123	#2	#8	#2	#Here We Go Again	#Lovato, Demi	#N:\Custom HD787\Here We Go Again - Lovato, Demi.mp3	#N:\Custom HD787\Here We Go Again - Lovato, Demi.cdg
#16124	#2	#8	#2	#Here With Me	#(Spiritual) MercyMe	#N:\Custom HD787\Here With Me - (Spiritual) MercyMe.mp3	#N:\Custom HD787\Here With Me - (Spiritual) MercyMe.cdg
#16125	#2	#8	#2	#Here With Me	#Dido	#N:\Custom HD787\Here With Me - Dido.mp3	#N:\Custom HD787\Here With Me - Dido.cdg
#16126	#2	#8	#2	#Here Without You	#3 Doors Down	#N:\Custom HD787\Here Without You - 3 Doors Down.mp3	#N:\Custom HD787\Here Without You - 3 Doors Down.cdg
#16127	#2	#8	#2	#Here You Come Again	#Parton, Dolly	#N:\Custom HD787\Here You Come Again - Parton, Dolly.mp3	#N:\Custom HD787\Here You Come Again - Parton, Dolly.cdg
#16128	#2	#8	#2	#Here's A Quarter	#Tritt, Travis	#N:\Custom HD787\Here's A Quarter - Tritt, Travis.mp3	#N:\Custom HD787\Here's A Quarter - Tritt, Travis.cdg
#16129	#2	#8	#2	#Here's A Quarter (Call Someone Who Cares)	#Tritt, Travis	#N:\Custom HD787\Here's A Quarter (Call Someone Who Cares) - Tritt, Travis.mp3	#N:\Custom HD787\Here's A Quarter (Call Someone Who Cares) - Tritt, Travis.cdg
#16130	#2	#8	#2	#Here's Some Love	#Tucker, Tanya	#N:\Custom HD787\Here's Some Love - Tucker, Tanya.mp3	#N:\Custom HD787\Here's Some Love - Tucker, Tanya.cdg
#16131	#2	#8	#2	#Here's That Rainy Day	#(Standards) Traditional	#N:\Custom HD787\Here's That Rainy Day - (Standards) Traditional.mp3	#N:\Custom HD787\Here's That Rainy Day - (Standards) Traditional.cdg
#16132	#2	#8	#2	#Here's That Rainy Day	#Williams, Andy	#N:\Custom HD787\Here's That Rainy Day - Williams, Andy.mp3	#N:\Custom HD787\Here's That Rainy Day - Williams, Andy.cdg
#16133	#2	#8	#2	#Here's The Deal	#Carson, Jeff	#N:\Custom HD787\Here's The Deal - Carson, Jeff.mp3	#N:\Custom HD787\Here's The Deal - Carson, Jeff.cdg
#16134	#2	#8	#2	#Here's To Never Growing Up	#Lavigne, Avril	#N:\Custom HD787\Here's To Never Growing Up - Lavigne, Avril.mp3	#N:\Custom HD787\Here's To Never Growing Up - Lavigne, Avril.cdg
#16135	#2	#8	#2	#Here's To The Night	#Eve 6	#N:\Custom HD787\Here's To The Night - Eve 6.mp3	#N:\Custom HD787\Here's To The Night - Eve 6.cdg
#16136	#2	#8	#2	#Here's To You	#Rascal Flatts	#N:\Custom HD787\Here's To You - Rascal Flatts.mp3	#N:\Custom HD787\Here's To You - Rascal Flatts.cdg
#16137	#2	#8	#2	#Hero	#(Spiritual) Superchick	#N:\Custom HD787\Hero - (Spiritual) Superchick.mp3	#N:\Custom HD787\Hero - (Spiritual) Superchick.cdg
#16138	#2	#8	#2	#Hero	#Carey, Mariah	#N:\Custom HD787\Hero - Carey, Mariah.mp3	#N:\Custom HD787\Hero - Carey, Mariah.cdg
#16139	#2	#8	#2	#Hero	#Family Of The Year	#N:\Custom HD787\Hero - Family Of The Year.mp3	#N:\Custom HD787\Hero - Family Of The Year.cdg
#16140	#2	#8	#2	#Hero	#Iglesias, Enrique	#N:\Custom HD787\Hero - Iglesias, Enrique.mp3	#N:\Custom HD787\Hero - Iglesias, Enrique.cdg
#16141	#2	#8	#2	#Hero	#Kroeger, Chad & Josey Scott	#N:\Custom HD787\Hero - Kroeger, Chad & Josey Scott.mp3	#N:\Custom HD787\Hero - Kroeger, Chad & Josey Scott.cdg
#16142	#2	#8	#2	#Hero (Fast Version)	#Iglesias, Enrique	#N:\Custom HD787\Hero (Fast Version) - Iglesias, Enrique.mp3	#N:\Custom HD787\Hero (Fast Version) - Iglesias, Enrique.cdg
#16143	#2	#8	#2	#Hero Heroine	#Boys Like Girls	#N:\Custom HD787\Hero Heroine - Boys Like Girls.mp3	#N:\Custom HD787\Hero Heroine - Boys Like Girls.cdg
#16144	#2	#8	#2	#Heroes	#(Spiritual) Isaacs, The	#N:\Custom HD787\Heroes - (Spiritual) Isaacs, The.mp3	#N:\Custom HD787\Heroes - (Spiritual) Isaacs, The.cdg
#16145	#2	#8	#2	#Heroes	#Alesso & Tove Lo	#N:\Custom HD787\Heroes - Alesso & Tove Lo.mp3	#N:\Custom HD787\Heroes - Alesso & Tove Lo.cdg
#16146	#2	#8	#2	#Heroes	#Bowie, David	#N:\Custom HD787\Heroes - Bowie, David.mp3	#N:\Custom HD787\Heroes - Bowie, David.cdg
#16147	#2	#8	#2	#Heroes	#Shinedown	#N:\Custom HD787\Heroes - Shinedown.mp3	#N:\Custom HD787\Heroes - Shinedown.cdg
#16148	#2	#8	#2	#Heroes	#Wallflowers, The	#N:\Custom HD787\Heroes - Wallflowers, The.mp3	#N:\Custom HD787\Heroes - Wallflowers, The.cdg
#16149	#2	#8	#2	#He's A Good Ol' Boy	#Wright, Chely	#N:\Custom HD787\He's A Good Ol' Boy - Wright, Chely.mp3	#N:\Custom HD787\He's A Good Ol' Boy - Wright, Chely.cdg
#16150	#2	#8	#2	#He's A Heartache (Looking For A Place To Happen)	#Fricke, Janie	#N:\Custom HD787\He's A Heartache (Looking For A Place To Happen) - Fricke, Janie.mp3	#N:\Custom HD787\He's A Heartache (Looking For A Place To Happen) - Fricke, Janie.cdg
#16151	#2	#8	#2	#He's A Rebel	#Crystals, The	#N:\Custom HD787\He's A Rebel - Crystals, The.mp3	#N:\Custom HD787\He's A Rebel - Crystals, The.cdg
#16152	#2	#8	#2	#He's Alive	#(Spiritual) Monitors, The	#N:\Custom HD787\He's Alive - (Spiritual) Monitors, The.mp3	#N:\Custom HD787\He's Alive - (Spiritual) Monitors, The.cdg
#16153	#2	#8	#2	#He's Alive	#(Spiritual) Parton, Dolly	#N:\Custom HD787\He's Alive - (Spiritual) Parton, Dolly.mp3	#N:\Custom HD787\He's Alive - (Spiritual) Parton, Dolly.cdg
#16154	#2	#8	#2	#He's Alive	#(Spiritual) Talley, Lauren	#N:\Custom HD787\He's Alive - (Spiritual) Talley, Lauren.mp3	#N:\Custom HD787\He's Alive - (Spiritual) Talley, Lauren.cdg
#16155	#2	#8	#2	#He's Alive	#Girl Called Jane, A	#N:\Custom HD787\He's Alive - Girl Called Jane, A.mp3	#N:\Custom HD787\He's Alive - Girl Called Jane, A.cdg
#16156	#2	#8	#2	#He's Concerned	#(Spiritual) Winans, CeCe	#N:\Custom HD787\He's Concerned - (Spiritual) Winans, CeCe.mp3	#N:\Custom HD787\He's Concerned - (Spiritual) Winans, CeCe.cdg
#16157	#2	#8	#2	#He's Done Enough	#(Spiritual) Crawford, Beverly	#N:\Custom HD787\He's Done Enough - (Spiritual) Crawford, Beverly.mp3	#N:\Custom HD787\He's Done Enough - (Spiritual) Crawford, Beverly.cdg
#16158	#2	#8	#2	#He's Funny That Way	#Holiday, Billie	#N:\Custom HD787\He's Funny That Way - Holiday, Billie.mp3	#N:\Custom HD787\He's Funny That Way - Holiday, Billie.cdg
#16159	#2	#8	#2	#He's Got The Whole World In His Hands	#(Spiritual) Children's Songs (Sunday School)	#N:\Custom HD787\He's Got The Whole World In His Hands - (Spiritual) Children's Songs (Sunday School).mp3	#N:\Custom HD787\He's Got The Whole World In His Hands - (Spiritual) Children's Songs (Sunday School).cdg
#16160	#2	#8	#2	#He's Got The Whole World In His Hands	#London, Laurie	#N:\Custom HD787\He's Got The Whole World In His Hands - London, Laurie.mp3	#N:\Custom HD787\He's Got The Whole World In His Hands - London, Laurie.cdg
